"Name","City","State","Access","Count","Latitude","Longitude","Wall","Proshop","Indoor","Lights","Surface"
"Woodside Vista","Atlanta","GA","Private",2,33.6009659,-84.5010853,"No","No","No","Yes","Hard"
"Westbend","Houston - Galveston - Brazoria","TX","Private",1,29.7138952,-95.6506956,"No","No","No","Yes","Hard"
"Arlingwood Park","Jacksonville","FL","Public",2,30.3383893,-81.5601397,"No","No","No","Yes","Hard"
"Pinewood Park","Orlando","FL","Private",1,28.3132597,-81.4355886,"No","No","No","Yes","Hard"
"Casey Lake Park","Minneapolis-St. Paul","MN","Public",2,45.0237257,-93.007469,"No","No","No","Yes","Hard"
"Arapahoe Community College","Denver","CO","Public",4,39.6084407,-105.01772,"Yes","No","No","No","Hard"
"Chadds Lake","Atlanta","GA","Private",2,33.9935086,-84.4122827,"No","No","No","Yes","Hard"
"Harbor Creek","Atlanta","GA","Private",1,34.1820745,-84.5006239,"No","No","No","No","Hard"
"Nettie L. Waite Middle School","Los Angeles","CA","Public",2,33.8997273,-118.0725896,"Yes","No","No","No","Hard"
"Warner Woodlands Townhomes","Los Angeles","CA","Private",1,34.1841158,-118.5987532,"No","No","No","Yes","Hard"
"Live Oak Park","Los Angeles","CA","Public",2,34.1334849,-117.7556276,"No","No","No","Yes","Hard"
"Evergreen High School","Portland","OR","Public",4,45.6372071,-122.5236619,"Yes","No","No","No","Hard"
"Gervais High School","Portland","OR","Public",2,45.1045387,-122.8941929,"No","No","No","No","Hard"
"Scottsmen Too","Fresno","CA","Private",1,36.823972,-119.7099173,"No","No","No","Yes","Hard"
"Aledo High School","Dallas - Fort Worth","TX","Public",6,32.7132109,-97.6172268,"No","No","No","Yes","Hard"
"Cannaday Recreation Area","Dallas - Fort Worth","TX","Public",2,33.1155558,-96.7968464,"No","No","No","Yes","Hard"
"Falls On Clearwood","Dallas - Fort Worth","TX","Private",2,32.935658,-96.7450261,"No","No","No","Yes","Hard"
"Woodlake","Tampa-St. Petersburg-Clearwater","FL","Private",2,27.9903846,-82.7505684,"No","No","No","Yes","Hard"
"Cedars of Lebanon State Park","Nashville","TN","Public",2,36.084179,-86.325234,"No","No","No","Yes","Hard"
"Riverwood International Charter School","Atlanta","GA","Public",4,33.9175534,-84.4159412,"No","No","No","No","Hard"
"Hillsdale I","Atlanta","GA","Private",2,33.8965392,-84.4934893,"No","No","No","Yes","Hard"
"Lafayette High School","Norfolk-Virginia Beach","VA","Public",6,37.317257,-76.7646933,"No","No","No","No","Hard"
"Arbor Lodge Park","Portland","OR","Public",2,45.573212,-122.6936817,"No","No","No","Yes","Hard"
"Medicine Lake Apartments","Minneapolis-St. Paul","MN","Private",1,44.9934471,-93.4239364,"No","No","No","No","Hard"
"Albert Park","San Francisco - Oakland - San Jose","CA","Public",4,37.9684254,-122.5268269,"Yes","No","No","Yes","Hard"
"Venetian Park East","Miami-Fort Lauderdale","FL","Private",2,25.9958141,-80.1228833,"No","No","No","Yes","Hard"
"Dunbar Middle School","Dallas - Fort Worth","TX","Public",4,32.7199945,-97.236042,"No","No","No","No","Hard"
"Robinson High School","Tampa-St. Petersburg-Clearwater","FL","Public",2,27.8739072,-82.5166798,"No","No","No","Yes","Hard"
"Sea Winds","Jacksonville","FL","Private",2,29.8344736,-81.2684119,"Yes","No","No","Yes","Hard"
"Kaposia Park","Minneapolis-St. Paul","MN","Public",2,44.9111114,-93.060641,"No","No","No","No","Hard"
"Evergreen at the Vineyards","Atlanta","GA","Private",1,34.2162027,-84.8162127,"No","No","No","No","Hard"
"Landmark Townhomes","Denver","CO","Private",1,39.6883487,-104.9028575,"No","No","No","No","Hard"
"Creekside Oaks","Atlanta","GA","Private",2,34.052695,-84.4680834,"No","No","No","No","Hard"
"Highland Trace","Atlanta","GA","Private",2,33.9287529,-84.4913113,"No","No","No","Yes","Hard"
"Colonial Grand at McGinnis Ferry","Atlanta","GA","Private",2,34.0455923,-84.0878534,"No","No","No","Yes","Hard"
"Copper Creek","Atlanta","GA","Private",2,34.1683252,-84.5330143,"No","No","No","Yes","Hard"
"Kerber Area Park","Minneapolis-St. Paul","MN","Public",2,45.1187204,-93.4516597,"No","No","No","No","Hard"
"Hillsdale II","Atlanta","GA","Private",2,33.8943217,-84.4952595,"No","No","No","Yes","Hard"
"Cumberland Run","Atlanta","GA","Private",1,33.8815856,-84.5362973,"No","No","No","No","Hard"
"Monroe High School","Detroit","MI","Public",8,41.9189402,-83.4357011,"No","No","No","No","Hard"
"Adrian High School","Detroit","MI","Public",8,41.9096231,-84.0445733,"No","No","No","No","Hard"
"Hale Farms Condominiums","Hartford","CT","Private",2,41.7210495,-72.5722075,"No","No","No","Yes","Hard"
"Apple Valley Apartments","Oklahoma City","OK","Private",1,35.4773244,-97.161144,"No","No","No","Yes","Hard"
"Juan Rodriguez Cabrillo High School","Los Angeles","CA","Public",6,33.7945468,-118.2201433,"Yes","No","No","No","Hard"
"Canyon Sands","Los Angeles","CA","Private",6,33.7965528,-116.4971566,"Yes","No","No","Yes","Hard"
"Westwood Highlands Neighborhood Park","Seattle","WA","Public",1,47.5532513,-122.1586454,"No","No","No","No","Hard"
"Miami Dade College - North Campus","Miami-Fort Lauderdale","FL","Public",12,25.8718028,-80.2491617,"Yes","No","No","Yes","Hard"
"The Villas on the Green","Dallas - Fort Worth","TX","Private",1,32.8451975,-97.2006798,"No","No","No","Yes","Hard"
"Fossil Hill Middle School","Dallas - Fort Worth","TX","Public",4,32.8787672,-97.2992885,"No","No","No","No","Hard"
"Winston Park Apartments","Miami-Fort Lauderdale","FL","Private",2,26.3009367,-80.1837158,"No","No","No","Yes","Hard"
"Arcola Lakes Park","Miami-Fort Lauderdale","FL","Public",4,25.8507273,-80.2198613,"Yes","No","No","Yes","Hard"
"The Falls at Imperial Oaks","Houston - Galveston - Brazoria","TX","Private",2,30.1441785,-95.3851488,"No","No","No","Yes","Hard"
"Sutters Pointe","Los Angeles","CA","Private",1,34.4426543,-118.5037601,"No","No","No","Yes","Hard"
"Kester Courtyard Apartments","Los Angeles","CA","Private",2,34.1468935,-118.6574399,"No","No","No","Yes","Hard"
"Belmont Crossing","Atlanta","GA","Private",1,33.5441846,-84.3992579,"No","No","No","Yes","Hard"
"Gardens Of East Cobb","Atlanta","GA","Private",1,33.9221829,-84.4719672,"No","No","No","Yes","Hard"
"Newport Manor","Richmond-Petersburg","VA","Private",2,37.5068492,-77.5190806,"No","No","No","No","Hard"
"Cambridge Crossing","Atlanta","GA","Private",2,34.0461701,-84.4839513,"No","No","No","No","Hard"
"Timber Ridge","Atlanta","GA","Private",2,34.0007223,-84.0018189,"No","No","No","No","Hard"
"Warm Springs Park","Salt Lake City","UT","Public",2,40.7886487,-111.8990672,"No","No","No","No","Hard"
"The Highlands","Oklahoma City","OK","Private",3,35.6006656,-97.5506651,"No","No","No","Yes","Hard"
"Archstone Agoura Hills","Los Angeles","CA","Private",2,34.1434927,-118.7935138,"No","No","No","Yes","Hard"
"Barcelona","Phoenix","AZ","Private",1,33.5521963,-112.0659006,"No","No","No","No","Hard"
"James Madison High School","Dallas - Fort Worth","TX","Public",2,32.7718497,-96.7645204,"No","No","No","No","Hard"
"Fontainebleau Milton","Miami-Fort Lauderdale","FL","Private",1,25.7776918,-80.3500342,"No","No","No","Yes","Hard"
"Riverview Middle School","San Francisco - Oakland - San Jose","CA","Public",4,38.0329322,-121.9689059,"No","No","No","No","Hard"
"Cambridge Place","Houston - Galveston - Brazoria","TX","Private",2,29.7325856,-95.569092,"No","No","No","Yes","Hard"
"Village Club","West Palm Beach - Boca Raton","FL","Private",2,26.6457326,-80.1061356,"No","No","No","Yes","Hard"
"Lake Brantley High School","Orlando","FL","Public",8,28.6827663,-81.4226067,"No","No","No","No","Hard"
"The Grand Reserve at Maitland Park","Orlando","FL","Private",1,28.6314944,-81.4060521,"No","No","No","Yes","Hard"
"Manor High School","Austin-San Marcos","TX","Public",4,30.3533285,-97.5642639,"No","No","No","Yes","Hard"
"Athletic Complex","Minneapolis-St. Paul","MN","Public",4,45.1959951,-93.208973,"No","No","No","No","Hard"
"College Park","Minneapolis-St. Paul","MN","Public",2,44.9823932,-93.189197,"Yes","No","No","No","Hard"
"Western Boone Jr-Sr High School","Indianapolis","IN","Public",8,40.0560421,-86.611087,"No","No","No","No","Hard"
"Miller Creek Middle School","San Francisco - Oakland - San Jose","CA","Public",2,38.0304899,-122.5500977,"No","No","No","No","Hard"
"The Keys","San Francisco - Oakland - San Jose","CA","Private",2,37.9135374,-122.0579982,"No","No","No","Yes","Hard"
"Villages Of Bent Tree","Indianapolis","IN","Private",2,39.9066501,-86.2168407,"No","No","No","Yes","Hard"
"Charlton Forge","Atlanta","GA","Private",2,33.9330347,-84.5798242,"No","No","No","No","Hard"
"Waterford Village Elementary School","Detroit","MI","Public",2,42.6984045,-83.4060144,"No","No","No","No","Hard"
"El Cajon Valley High School","San Diego","CA","Public",8,32.7996846,-116.9451177,"Yes","No","No","Yes","Hard"
"Mackleman Park","Oklahoma City","OK","Public",1,35.4101614,-97.4305773,"No","No","No","Yes","Hard"
"Hidden Valley","San Diego","CA","Private",2,32.8453237,-117.2455788,"Yes","No","No","No","Hard"
"University Village Apartments","Los Angeles","CA","Private",2,34.1296661,-117.8906822,"No","No","No","Yes","Hard"
"Granada Lakes","Phoenix","AZ","Private",1,33.3714218,-111.9273698,"No","No","No","Yes","Hard"
"Sunland Springs Village","Phoenix","AZ","Private",6,33.3736797,-111.5923512,"No","No","No","Yes","Hard"
"Alicia Park","San Francisco - Oakland - San Jose","CA","Public",2,38.3417403,-122.705301,"No","No","No","Yes","Hard"
"Cameo Crest","San Francisco - Oakland - San Jose","CA","Private",2,37.8018412,-121.9324064,"No","No","No","No","Hard"
"The Overlook","Atlanta","GA","Private",2,33.9196901,-84.6078479,"No","No","No","No","Hard"
"Vista del Lago High School","Sacramento-Yolo","CA","Public",8,38.6549687,-121.1054385,"No","No","No","No","Hard"
"Civic Center Park","Detroit","MI","Public",3,42.670091,-83.22312,"Yes","No","No","No","Hard"
"Cleary Court","Miami-Fort Lauderdale","FL","Private",2,26.1279405,-80.2648258,"No","No","No","Yes","Hard"
"Walnut Terrace","Houston - Galveston - Brazoria","TX","Private",2,29.7334054,-95.5660343,"No","No","No","Yes","Hard"
"Ann Richards School for Young Women Leaders","Austin-San Marcos","TX","Public",2,30.2369534,-97.788105,"Yes","No","No","No","Hard"
"Lakeview Park","Minneapolis-St. Paul","MN","Public",1,44.9275059,-92.906168,"Yes","No","No","No","Hard"
"The Hermitage at Cedarfield","Richmond-Petersburg","VA","Private",1,37.6321616,-77.5826275,"No","No","No","No","Hard"
"Briarwood Hearth Condominium","Richmond-Petersburg","VA","Private",2,37.5192061,-77.618022,"No","No","No","Yes","Hard"
"Hampton","Atlanta","GA","Private",2,34.1630255,-84.1998196,"No","No","No","No","Hard"
"Parkview Elementary School","Detroit","MI","Public",3,42.4789023,-83.4963083,"No","No","No","No","Hard"
"Cross Roads Manor","Atlanta","GA","Private",2,33.9007157,-84.4182587,"No","No","No","No","Hard"
"Fox Hill Glens","Detroit","MI","Private",3,42.938356,-83.6645257,"Yes","No","No","No","Hard"
"The Colony at Dadeland","Miami-Fort Lauderdale","FL","Private",1,25.6836126,-80.3183734,"No","No","No","Yes","Hard"
"Steed Park","Salt Lake City","UT","Public",4,41.1190725,-112.041589,"Yes","No","No","Yes","Hard"
"Warwick West","Oklahoma City","OK","Private",2,35.5284893,-97.5721872,"No","No","No","Yes","Hard"
"Bell Recreation Center","Phoenix","AZ","Public",8,33.6357385,-112.2769153,"No","No","No","Yes","Hard"
"Villa Pacifica","Los Angeles","CA","Private",1,33.6781042,-117.9958785,"No","No","No","Yes","Hard"
"Harry Todd Park","Seattle","WA","Public",1,47.1284763,-122.5542927,"No","No","No","No","Hard"
"Gibbons Park","Sacramento-Yolo","CA","Public",4,38.6375898,-121.3541865,"No","No","No","No","Hard"
"The Terrace Condominium","Miami-Fort Lauderdale","FL","Private",2,25.6705783,-80.3706014,"No","No","No","No","Hard"
"Sunset Shadows","Houston - Galveston - Brazoria","TX","Private",2,29.7339458,-95.5462182,"No","No","No","Yes","Hard"
"Laurel Pointe","Jacksonville","FL","Private",1,30.2961656,-81.6040635,"No","No","No","No","Hard"
"Deacons Park","Minneapolis-St. Paul","MN","Public",4,45.1722428,-93.223274,"Yes","No","No","No","Hard"
"Acorn Park","Minneapolis-St. Paul","MN","Public",2,45.0204439,-93.11185,"No","No","No","Yes","Hard"
"Fox Park","Minneapolis-St. Paul","MN","Public",1,45.2813865,-93.41958,"Yes","No","No","No","Hard"
"Bradford Park","Denver","CO","Public",2,39.5994821,-105.17232,"No","No","No","No","Hard"
"Tidewater Clubhouse","Indianapolis","IN","Private",4,39.9630681,-86.0808849,"No","No","No","No","Hard"
"Waterside At Castleton Apartments","Indianapolis","IN","Private",2,39.9107238,-86.0391819,"No","No","No","Yes","Hard"
"Lee Street Park","Atlanta","GA","Public",4,33.5245814,-84.357394,"No","No","No","Yes","Hard"
"Spalding Bridge","Atlanta","GA","Private",2,33.9623961,-84.360162,"No","No","No","Yes","Hard"
"Lapeer Park","Detroit","MI","Public",2,42.3108706,-83.1465161,"Yes","No","No","No","Hard"
"Williams Towne","Atlanta","GA","Private",2,34.0793047,-84.5600832,"No","No","No","No","Hard"
"Stewart's Mill","Atlanta","GA","Private",2,33.7062322,-84.7451341,"No","No","No","No","Hard"
"Burrillville Middle School","Providence","RI","Public",2,41.9816256,-71.6238749,"Yes","No","No","No","Hard"
"Pioneer Park","Grand Rapids","MI","Public",2,42.900152,-85.8102822,"No","No","No","Yes","Hard"
"Palos Verdes Peninsula High School","Los Angeles","CA","Public",6,33.782099,-118.3728254,"Yes","No","No","No","Hard"
"Ramon Estados","Los Angeles","CA","Private",4,33.816834,-116.5346432,"No","No","No","Yes","Hard"
"Manitoba West","Los Angeles","CA","Private",2,33.9548231,-118.4365225,"No","No","No","Yes","Hard"
"Harmont Acres","Phoenix","AZ","Private",1,33.5562287,-112.0547104,"No","No","No","No","Hard"
"Capitol Park","San Francisco - Oakland - San Jose","CA","Public",2,37.3522834,-121.8330896,"No","No","No","No","Hard"
"Blossom Hill Park","San Francisco - Oakland - San Jose","CA","Public",6,37.233284,-121.9552803,"No","No","No","Yes","Hard"
"Healdsburg High School","San Francisco - Oakland - San Jose","CA","Public",6,38.6238111,-122.8661585,"Yes","No","No","Yes","Hard"
"Petaluma High School","San Francisco - Oakland - San Jose","CA","Public",4,38.2284043,-122.6488245,"No","No","No","Yes","Hard"
"Palm Aire","Miami-Fort Lauderdale","FL","Private",1,26.2261505,-80.1604986,"No","No","No","No","Hard"
"Lakes","West Palm Beach - Boca Raton","FL","Private",1,26.3312107,-80.1807654,"No","No","No","No","Hard"
"Parkland Isles","Miami-Fort Lauderdale","FL","Private",2,26.3136416,-80.2752328,"No","No","No","Yes","Hard"
"The Villas","Miami-Fort Lauderdale","FL","Private",2,26.1563625,-80.2263308,"No","No","No","No","Hard"
"Mangum Manor Park","Houston - Galveston - Brazoria","TX","Public",1,29.8260389,-95.4690993,"Yes","No","No","No","Hard"
"Zephyrhills High School","Tampa-St. Petersburg-Clearwater","FL","Public",4,28.2491149,-82.1811153,"No","No","No","No","Hard"
"Windrush Cove","Tampa-St. Petersburg-Clearwater","FL","Private",1,27.8867668,-82.845937,"No","No","No","No","Hard"
"Catonsville Middle","Baltimore","MD","Public",3,39.2760375,-76.772568,"No","No","No","No","Hard"
"Ponte Verde","West Palm Beach - Boca Raton","FL","Private",2,26.7234761,-80.1027238,"No","No","No","Yes","Hard"
"Little Zilker Park","Austin-San Marcos","TX","Public",2,30.251505,-97.7749622,"No","No","No","Yes","Hard"
"Nature Coast Technical High School","Tampa-St. Petersburg-Clearwater","FL","Public",4,28.4866096,-82.462306,"No","No","No","No","Hard"
"Hearth At Windermere","Indianapolis","IN","Private",2,39.9296572,-85.9814715,"No","No","No","No","Hard"
"Columns at Paxton Lane","Atlanta","GA","Private",2,33.8372441,-84.0784442,"No","No","No","Yes","Hard"
"The Mark At Maple Run Apartment","Richmond-Petersburg","VA","Private",1,37.6329008,-77.5234365,"No","No","No","Yes","Hard"
"Oaks of Dunwoody","Atlanta","GA","Private",1,33.9401557,-84.3559349,"No","No","No","Yes","Hard"
"Hillside Middle School","Detroit","MI","Public",6,42.438051,-83.4887579,"Yes","No","No","No","Hard"
"Remington Ridge","Atlanta","GA","Private",2,33.9911513,-84.693979,"No","No","No","Yes","Hard"
"Sprague Park","Providence","RI","Public",5,41.4346914,-71.4707637,"No","No","No","Yes","Hard"
"Anderson Park","Norfolk-Virginia Beach","VA","Public",1,36.9844032,-76.4003634,"Yes","No","No","No","Hard"
"Kent Hills Park School","Grand Rapids","MI","Public",3,42.9907032,-85.6479764,"Yes","No","No","No","Hard"
"Central Park","Grand Rapids","MI","Public",3,43.0778222,-86.1784315,"No","No","No","No","Hard"
"Raymond S. Kellis High School","Phoenix","AZ","Public",6,33.5470818,-112.2529042,"No","No","No","No","Hard"
"Sea Ridge","Los Angeles","CA","Private",1,33.4743279,-117.6997197,"No","No","No","No","Hard"
"Four Seasons at Beaumont","Los Angeles","CA","Private",2,33.9152741,-116.9535935,"No","No","No","Yes","Hard"
"Sun City Grand","Phoenix","AZ","Private",11,33.6610139,-112.4039662,"No","No","No","Yes","Hard"
"Quail Landing","Phoenix","AZ","Private",2,33.3566905,-111.9772375,"No","No","No","Yes","Hard"
"Lincoln Glen Apartments","San Francisco - Oakland - San Jose","CA","Private",1,37.3579888,-122.0299423,"No","No","No","No","Hard"
"The Admiralty","San Francisco - Oakland - San Jose","CA","Private",2,37.5612315,-122.2658908,"Yes","No","No","Yes","Hard"
"Jim Ward Community Center","Miami-Fort Lauderdale","FL","Public",2,26.1261584,-80.2108276,"No","No","No","No","Hard"
"Cypress Trail","Miami-Fort Lauderdale","FL","Private",1,26.3146418,-80.2211165,"No","No","No","No","Hard"
"Charter Oak","Dallas - Fort Worth","TX","Private",1,32.8533545,-97.0806241,"No","No","No","Yes","Hard"
"Forest Hill","West Palm Beach - Boca Raton","FL","Private",2,26.6541134,-80.1357472,"No","No","No","No","Hard"
"Rouse High School","Austin-San Marcos","TX","Public",8,30.5691987,-97.8207958,"No","No","No","Yes","Hard"
"Laurel Crossing","San Antonio","TX","Private",1,29.4888817,-98.5634995,"No","No","No","No","Hard"
"Riverside Ranch","Austin-San Marcos","TX","Private",1,29.892197,-97.9071307,"No","No","No","Yes","Hard"
"Shuck Park","Minneapolis-St. Paul","MN","Public",3,44.9261842,-93.536835,"No","No","No","No","Hard"
"Camelot Park","Milwaukee","WI","Public",2,43.0696245,-88.175078,"No","No","No","No","Hard"
"Waller Park","Atlanta","GA","Public",2,34.0217642,-84.3481672,"No","No","No","No","Hard"
"Glen Leaf Condo","Atlanta","GA","Private",2,33.9482195,-84.2490435,"No","No","No","Yes","Hard"
"Salem High School","Detroit","MI","Public",24,42.3495371,-83.4990442,"No","No","No","No","Hard"
"Mae Stecker Park","Detroit","MI","Public",3,42.6835475,-83.0288851,"Yes","No","No","Yes","Hard"
"Southaven High School","Memphis","TN","Public",4,34.9750081,-90.0070059,"No","No","No","Yes","Hard"
"Los Amigos Park","Los Angeles","CA","Public",1,34.0066904,-118.4816587,"No","No","No","Yes","Hard"
"Gibbel Park","Los Angeles","CA","Public",2,33.7501689,-116.9997704,"No","No","No","Yes","Hard"
"Memorial Park","San Francisco - Oakland - San Jose","CA","Public",4,37.8955737,-122.2913396,"No","No","No","Yes","Hard"
"Petaluma Estates","San Francisco - Oakland - San Jose","CA","Private",1,38.2608871,-122.6510775,"No","No","No","Yes","Hard"
"The Carrington","Seattle","WA","Private",1,47.5888718,-122.1447301,"No","No","No","No","Hard"
"Valley Aire Townhouses","Seattle","WA","Private",1,47.324716,-122.215476,"No","No","No","No","Hard"
"Torrey Pines High School","San Diego","CA","Public",8,32.9572752,-117.2217929,"No","No","No","No","Hard"
"New Palestine High School","Indianapolis","IN","Public",10,39.7150481,-85.891757,"No","No","No","No","Hard"
"Sea Isle","Houston - Galveston - Brazoria","TX","Private",1,29.1443583,-95.0465856,"No","No","No","Yes","Hard"
"Millpond","West Palm Beach - Boca Raton","FL","Private",2,26.3827104,-80.1324856,"No","No","No","No","Hard"
"Godwin Park","Orlando","FL","Public",2,28.255259,-81.2715554,"No","No","No","Yes","Hard"
"Louis D. Brandeis High School","San Antonio","TX","Public",6,29.5637242,-98.6476457,"Yes","No","No","No","Hard"
"Victoria Park","Minneapolis-St. Paul","MN","Public",2,44.8940851,-92.960477,"No","No","No","No","Hard"
"Cahill Park","Milwaukee","WI","Public",6,43.1067951,-87.897706,"Yes","No","No","Yes","Hard"
"Monthaven Park","Nashville","TN","Private",1,36.3118832,-86.6622269,"No","No","No","Yes","Hard"
"Estates at Crossroads","Atlanta","GA","Private",2,33.9708937,-84.1564322,"No","No","No","Yes","Hard"
"Gardenwood Apartments","Atlanta","GA","Private",1,33.5948087,-84.4214344,"No","No","No","No","Hard"
"Dunn Memorial Park","Providence","RI","Public",3,41.9976063,-71.5296543,"No","No","No","No","Hard"
"Royal Pointe Apartments","Norfolk-Virginia Beach","VA","Private",1,36.7932543,-76.1659491,"No","No","No","Yes","Hard"
"Legacy Park Homeowners Association","Richmond-Petersburg","VA","Private",1,37.6325269,-77.3239982,"No","No","No","No","Hard"
"Grandville High School","Grand Rapids","MI","Public",12,42.8810194,-85.7677317,"No","No","No","No","Hard"
"Bahia Cabrillo","Los Angeles","CA","Private",1,34.1625905,-119.2258859,"No","No","No","No","Hard"
"Lucas Park","San Francisco - Oakland - San Jose","CA","Public",2,37.943216,-122.3595858,"No","No","No","No","Hard"
"Creekside Bluffs","Atlanta","GA","Private",1,34.0418407,-84.4356287,"No","No","No","No","Hard"
"Discovery Landing","Seattle","WA","Private",1,47.4653595,-122.3237193,"No","No","No","No","Hard"
"Summit At Huntcrest","Atlanta","GA","Private",2,33.9992547,-84.0624261,"No","No","No","Yes","Hard"
"Hunters Glen","Atlanta","GA","Private",2,33.9243196,-84.7540498,"No","No","No","No","Hard"
"Saratoga Community","Atlanta","GA","Private",2,33.9248359,-84.0382433,"No","No","No","Yes","Hard"
"Furman High School","Fresno","CA","Public",8,36.9409742,-120.0711358,"No","No","No","Yes","Hard"
"Pebble Springs","Miami-Fort Lauderdale","FL","Private",2,26.1729829,-80.2649438,"No","No","No","No","Hard"
"Northaven Park","Dallas - Fort Worth","TX","Public",2,32.9039565,-96.8483555,"No","No","No","Yes","Hard"
"Ross S. Sterling High School","Houston - Galveston - Brazoria","TX","Public",8,29.7726101,-94.9692965,"Yes","No","No","Yes","Hard"
"Vina del Mar Park","Tampa-St. Petersburg-Clearwater","FL","Public",2,27.7050925,-82.7274692,"No","No","No","Yes","Hard"
"Rolling Green Elementary School","West Palm Beach - Boca Raton","FL","Public",2,26.5550193,-80.0614929,"No","No","No","No","Hard"
"The Estates of Boynton Waters","West Palm Beach - Boca Raton","FL","Private",2,26.5366684,-80.1524627,"No","No","No","No","Hard"
"Saturnia","West Palm Beach - Boca Raton","FL","Private",2,26.3875736,-80.2306867,"No","No","No","Yes","Clay"
"David Crockett High School","Austin-San Marcos","TX","Public",4,30.2132122,-97.7985764,"Yes","No","No","No","Hard"
"Thrall High School","Austin-San Marcos","TX","Public",4,30.5885128,-97.2946751,"No","No","No","Yes","Hard"
"Longfellow Park","Minneapolis-St. Paul","MN","Public",2,44.9411543,-93.218393,"Yes","No","No","No","Hard"
"Jasmine at Sandy Springs","Atlanta","GA","Private",2,33.9727622,-84.3616748,"No","No","No","Yes","Hard"
"Fountain Elementary School","Atlanta","GA","Public",1,33.6117959,-84.3729079,"No","No","No","No","Hard"
"Holcomb Crossing","Atlanta","GA","Private",3,34.0291001,-84.3272567,"No","No","No","Yes","Hard"
"Bremen Tennis Complex","Atlanta","GA","Public",6,33.724072,-85.1451802,"No","No","No","Yes","Hard"
"Sheridan High School","Portland","OR","Public",2,45.0945572,-123.3949721,"No","No","No","No","Hard"
"Queenstown Park","Baltimore","MD","Public",2,39.1520699,-76.6629195,"No","No","No","No","Hard"
"Rancho Madera Community Park","Los Angeles","CA","Public",6,34.248845,-118.8082123,"Yes","No","No","Yes","Hard"
"Alta Laguna Park","Los Angeles","CA","Public",6,33.5557638,-117.7587819,"No","No","No","No","Hard"
"Pier Park","Portland","OR","Public",2,45.601278,-122.7534091,"No","No","No","No","Hard"
"Country Club Condo","Portland","OR","Private",2,45.5557482,-122.8764904,"No","No","No","No","Hard"
"Glen Burnie Park","Baltimore","MD","Public",1,39.1400299,-76.6381466,"No","No","No","No","Hard"
"Cabrillo Playground","San Francisco - Oakland - San Jose","CA","Public",1,37.7727755,-122.4989963,"No","No","No","No","Hard"
"Washington Manor Park","San Francisco - Oakland - San Jose","CA","Public",4,37.6948066,-122.1471763,"No","No","No","Yes","Hard"
"Camino Villas","San Diego","CA","Private",1,32.9454454,-117.2356224,"No","No","No","Yes","Hard"
"Sunset Condor","Miami-Fort Lauderdale","FL","Private",1,25.6994007,-80.3700542,"Yes","No","No","No","Hard"
"Buccaneer Park","Miami-Fort Lauderdale","FL","Public",2,25.964006,-80.2529275,"No","No","No","Yes","Hard"
"Harbour Club Villas","Miami-Fort Lauderdale","FL","Private",2,25.8723627,-80.1679337,"No","No","No","No","Hard"
"Independence Middle School","West Palm Beach - Boca Raton","FL","Public",4,26.8978747,-80.1212096,"No","No","No","No","Hard"
"Bridgeview","West Palm Beach - Boca Raton","FL","Private",2,26.473944,-80.1251364,"No","No","No","No","Hard"
"Willoughby Station Homeowners Association","Nashville","TN","Private",2,36.2063039,-86.5580392,"No","No","No","Yes","Hard"
"Fountain Square Apartments","Milwaukee","WI","Private",1,42.9886157,-88.0826175,"No","No","No","No","Hard"
"Chastain Park Tennis Center","Atlanta","GA","Public",9,33.8729989,-84.3951702,"Yes","No","No","Yes","Hard"
"Centennial Park","Minneapolis-St. Paul","MN","Public",1,45.5691339,-94.1794181,"No","No","No","No","Hard"
"Willow Point","Atlanta","GA","Private",2,33.9825133,-84.3947625,"No","No","No","Yes","Hard"
"Ashley Vista","Atlanta","GA","Private",1,33.7072497,-84.1456068,"No","No","No","Yes","Hard"
"Piney Run Park","Baltimore","MD","Public",2,39.3965321,-76.9861794,"No","No","No","No","Hard"
"Holly Point","Norfolk-Virginia Beach","VA","Private",2,36.8045344,-76.2525952,"Yes","No","No","No","Hard"
"Governor s Pointe","Norfolk-Virginia Beach","VA","Private",2,36.8924067,-76.4992833,"No","No","No","No","Hard"
"Rainbow Glen","Los Angeles","CA","Private",1,34.409574,-118.4852636,"No","No","No","Yes","Hard"
"The Villas Rancho Palos Verdes","Los Angeles","CA","Private",1,33.7415065,-118.3930492,"No","No","No","No","Hard"
"Alta Vista High School","San Francisco - Oakland - San Jose","CA","Public",7,37.3598564,-122.0655513,"No","No","No","No","Hard"
"Francis Herz Playground","San Francisco - Oakland - San Jose","CA","Public",1,37.7131841,-122.417382,"No","No","No","No","Hard"
"Willow Oaks Park","San Francisco - Oakland - San Jose","CA","Public",4,37.4608076,-122.1594179,"No","No","No","Yes","Hard"
"St. Augustine High School","Jacksonville","FL","Public",8,29.9231011,-81.3428807,"No","No","No","Yes","Hard"
"St Augustine at the Lake","Jacksonville","FL","Private",2,30.1774737,-81.6012096,"No","No","No","Yes","Hard"
"Forest Creek","Austin-San Marcos","TX","Private",2,30.5085713,-97.6057577,"No","No","No","Yes","Hard"
"Prairie East Park","Minneapolis-St. Paul","MN","Public",2,44.8248224,-93.40677,"No","No","No","No","Hard"
"Gustafson Park","Indianapolis","IN","Public",2,39.8107942,-86.258597,"No","No","No","Yes","Hard"
